order_details_id,order_id,pizza_id,quantity
308.00,131.00,ckn_pesto_l,1
309.00,131.00,five_cheese_l,1
310.00,131.00,green_garden_s,1
311.00,131.00,spinach_supr_s,1
312.00,132.00,pepperoni_s,1
313.00,133.00,bbq_ckn_l,1
314.00,133.00,hawaiian_l,1
315.00,133.00,the_greek_s,1
316.00,134.00,big_meat_s,1
317.00,134.00,southw_ckn_l,1
318.00,134.00,spinach_supr_s,1
319.00,135.00,veggie_veg_l,1
320.00,136.00,five_cheese_l,1
321.00,136.00,peppr_salami_s,1
322.00,137.00,mediterraneo_l,1
323.00,137.00,pepperoni_s,1
324.00,137.00,spicy_ital_m,1
325.00,138.00,cali_ckn_m,1
326.00,138.00,four_cheese_l,1
327.00,138.00,ital_veggie_l,1
328.00,138.00,sicilian_m,1
329.00,139.00,five_cheese_l,1
330.00,140.00,prsc_argla_s,1
331.00,140.00,veggie_veg_m,1
332.00,141.00,classic_dlx_m,1
333.00,142.00,green_garden_m,1
334.00,143.00,cali_ckn_s,1
335.00,143.00,classic_dlx_s,1
336.00,143.00,hawaiian_l,1
337.00,143.00,mexicana_m,1
338.00,143.00,pepperoni_l,1
339.00,143.00,prsc_argla_s,1
340.00,143.00,thai_ckn_l,1
341.00,143.00,veggie_veg_m,1
342.00,144.00,bbq_ckn_m,3
343.00,144.00,big_meat_s,1
344.00,144.00,cali_ckn_l,1
345.00,144.00,ckn_pesto_m,1
346.00,144.00,five_cheese_l,1
347.00,144.00,four_cheese_l,1
348.00,144.00,pep_msh_pep_s,1
349.00,144.00,southw_ckn_l,1
350.00,144.00,southw_ckn_s,1
351.00,144.00,spicy_ital_l,1
352.00,144.00,thai_ckn_m,1
353.00,144.00,veggie_veg_l,1
354.00,145.00,the_greek_s,1
355.00,146.00,cali_ckn_l,1
356.00,146.00,four_cheese_m,1
357.00,146.00,hawaiian_m,1
358.00,147.00,the_greek_xl,1
359.00,148.00,mediterraneo_s,1
360.00,149.00,spinach_fet_m,1
361.00,150.00,pepperoni_m,1
362.00,151.00,southw_ckn_l,1
363.00,151.00,spinach_supr_s,1
364.00,152.00,hawaiian_s,1
365.00,152.00,spinach_fet_l,1
366.00,152.00,thai_ckn_s,1
367.00,152.00,the_greek_m,1
368.00,153.00,mexicana_m,1
369.00,154.00,prsc_argla_s,1
370.00,155.00,ckn_pesto_s,1
371.00,155.00,napolitana_l,1
372.00,155.00,pepperoni_l,1
373.00,155.00,peppr_salami_l,1
374.00,156.00,napolitana_m,1
375.00,156.00,thai_ckn_l,1
376.00,157.00,ital_supr_l,1
377.00,157.00,mediterraneo_m,1
378.00,157.00,sicilian_m,1
379.00,157.00,spin_pesto_m,1
380.00,158.00,ital_veggie_m,1
381.00,158.00,thai_ckn_m,1
382.00,159.00,four_cheese_l,1
383.00,159.00,thai_ckn_m,1
384.00,160.00,classic_dlx_m,1
385.00,161.00,hawaiian_s,1
386.00,161.00,spicy_ital_m,1
387.00,161.00,the_greek_xl,1
388.00,162.00,big_meat_s,1
389.00,163.00,hawaiian_m,1
390.00,163.00,pepperoni_l,1
391.00,163.00,the_greek_m,1
392.00,164.00,cali_ckn_l,1
393.00,164.00,pepperoni_m,1
394.00,165.00,prsc_argla_m,1
395.00,166.00,prsc_argla_s,1
396.00,167.00,bbq_ckn_l,1
397.00,167.00,ital_supr_m,1
398.00,167.00,pepperoni_m,1
399.00,168.00,big_meat_s,1
400.00,168.00,veggie_veg_m,1
401.00,169.00,four_cheese_l,1
402.00,169.00,ital_cpcllo_s,1
403.00,169.00,sicilian_m,1
404.00,170.00,hawaiian_l,1
405.00,171.00,napolitana_m,1
406.00,172.00,napolitana_s,1
407.00,172.00,spinach_supr_m,1
408.00,172.00,thai_ckn_l,1
409.00,173.00,cali_ckn_m,1
410.00,173.00,classic_dlx_m,1
411.00,173.00,veggie_veg_l,1
412.00,174.00,big_meat_s,1
413.00,174.00,cali_ckn_l,1
414.00,174.00,cali_ckn_m,1
415.00,174.00,ital_cpcllo_m,1
416.00,175.00,ital_supr_l,1
417.00,176.00,cali_ckn_l,1
418.00,176.00,peppr_salami_m,1
419.00,177.00,napolitana_s,1
420.00,177.00,thai_ckn_l,1
421.00,178.00,peppr_salami_l,1
422.00,179.00,hawaiian_l,1
423.00,179.00,sicilian_m,1
424.00,179.00,veggie_veg_s,1
425.00,180.00,classic_dlx_l,1
426.00,180.00,prsc_argla_l,1
427.00,181.00,mexicana_l,1
428.00,182.00,brie_carre_s,1
429.00,182.00,peppr_salami_l,1
430.00,183.00,napolitana_m,1
431.00,183.00,spin_pesto_l,1
432.00,183.00,spin_pesto_s,1
433.00,184.00,hawaiian_l,1
434.00,185.00,sicilian_m,1
435.00,185.00,spin_pesto_s,1
436.00,186.00,mexicana_l,1
437.00,186.00,southw_ckn_l,1
438.00,186.00,spin_pesto_l,1
439.00,186.00,thai_ckn_l,1
440.00,187.00,five_cheese_l,1
441.00,187.00,spin_pesto_l,1
442.00,188.00,five_cheese_l,1
443.00,188.00,pepperoni_s,1
444.00,188.00,peppr_salami_l,1
445.00,189.00,big_meat_s,2
446.00,189.00,thai_ckn_s,1
447.00,190.00,bbq_ckn_l,1
448.00,190.00,four_cheese_m,1
449.00,190.00,pep_msh_pep_s,1
450.00,190.00,prsc_argla_l,1
451.00,191.00,cali_ckn_l,1
452.00,191.00,ckn_alfredo_m,1
453.00,192.00,sicilian_s,1
454.00,192.00,southw_ckn_l,1
455.00,193.00,big_meat_s,1
456.00,193.00,cali_ckn_m,1
457.00,193.00,ckn_alfredo_l,2
458.00,194.00,bbq_ckn_s,1
459.00,195.00,bbq_ckn_l,1
460.00,196.00,sicilian_s,1
461.00,196.00,spicy_ital_m,1
462.00,196.00,veggie_veg_m,1
463.00,197.00,four_cheese_l,1
464.00,197.00,ital_cpcllo_l,1
465.00,197.00,ital_veggie_l,1
466.00,197.00,soppressata_l,1
467.00,198.00,big_meat_s,1
468.00,198.00,ckn_alfredo_l,1
469.00,199.00,ckn_alfredo_m,1
470.00,200.00,the_greek_xl,1
471.00,201.00,calabrese_m,1
472.00,201.00,ckn_pesto_l,1
473.00,201.00,ital_supr_l,1
474.00,201.00,the_greek_xl,1
475.00,202.00,cali_ckn_s,1
476.00,203.00,cali_ckn_l,1
477.00,203.00,ital_veggie_m,1
478.00,203.00,pep_msh_pep_l,1
479.00,203.00,the_greek_s,1
480.00,204.00,spicy_ital_l,1
481.00,205.00,cali_ckn_s,1
482.00,205.00,ckn_alfredo_m,1
483.00,205.00,prsc_argla_s,1
484.00,206.00,napolitana_m,1
485.00,206.00,pepperoni_s,1
486.00,206.00,spicy_ital_l,1
487.00,207.00,spicy_ital_l,1
488.00,208.00,bbq_ckn_l,1
489.00,208.00,bbq_ckn_s,1
490.00,208.00,ckn_alfredo_m,1
491.00,208.00,pepperoni_m,1
492.00,208.00,the_greek_m,1
493.00,209.00,cali_ckn_l,1
494.00,210.00,spinach_fet_s,1
495.00,211.00,pepperoni_s,1
496.00,212.00,ital_cpcllo_l,1
497.00,213.00,four_cheese_l,1
498.00,214.00,ital_cpcllo_l,1
499.00,214.00,ital_supr_m,1
500.00,214.00,mexicana_s,1
501.00,214.00,spin_pesto_m,1
502.00,215.00,green_garden_s,1
503.00,216.00,bbq_ckn_m,1
504.00,216.00,five_cheese_l,1
505.00,216.00,hawaiian_l,1
506.00,217.00,classic_dlx_m,1
507.00,217.00,spinach_fet_s,1
508.00,218.00,spicy_ital_m,1
509.00,219.00,bbq_ckn_l,1
510.00,219.00,five_cheese_l,1
511.00,219.00,peppr_salami_m,1
512.00,219.00,spinach_fet_m,1
513.00,220.00,hawaiian_s,1
514.00,220.00,ital_cpcllo_s,1
515.00,220.00,napolitana_l,1
516.00,220.00,spicy_ital_l,1
517.00,221.00,five_cheese_l,1
518.00,221.00,prsc_argla_m,1
519.00,221.00,the_greek_s,1
520.00,222.00,four_cheese_l,1
521.00,222.00,sicilian_s,1
522.00,223.00,pep_msh_pep_s,1
523.00,224.00,ckn_alfredo_s,1
524.00,224.00,ital_supr_m,1
525.00,224.00,napolitana_m,1
526.00,224.00,thai_ckn_l,1
527.00,225.00,bbq_ckn_l,1
528.00,225.00,bbq_ckn_m,1
529.00,225.00,southw_ckn_s,1
530.00,226.00,classic_dlx_l,1
531.00,227.00,bbq_ckn_m,1
532.00,227.00,the_greek_m,1
533.00,228.00,ital_veggie_s,1
534.00,229.00,ital_veggie_l,1
535.00,229.00,prsc_argla_l,1
536.00,229.00,spin_pesto_s,1
537.00,230.00,thai_ckn_m,1
538.00,231.00,cali_ckn_l,1
539.00,231.00,napolitana_s,1
540.00,231.00,prsc_argla_s,1
541.00,232.00,bbq_ckn_m,1
542.00,232.00,spinach_supr_l,1
543.00,233.00,spinach_fet_s,1
544.00,234.00,ckn_alfredo_m,1
545.00,234.00,ital_supr_s,1
546.00,234.00,napolitana_m,1
547.00,235.00,cali_ckn_m,1
548.00,236.00,classic_dlx_l,1
549.00,236.00,green_garden_m,1
550.00,237.00,green_garden_s,1
551.00,238.00,spin_pesto_l,1
552.00,239.00,ital_supr_l,1
553.00,239.00,thai_ckn_m,1
554.00,240.00,four_cheese_m,1
555.00,241.00,sicilian_m,1
556.00,241.00,spinach_supr_l,1
557.00,242.00,calabrese_m,1
558.00,242.00,thai_ckn_l,1
559.00,242.00,veggie_veg_m,1
560.00,243.00,classic_dlx_l,1
561.00,243.00,spinach_supr_s,1
562.00,244.00,ital_supr_s,1
563.00,244.00,spicy_ital_l,1
564.00,245.00,bbq_ckn_l,1
565.00,245.00,ckn_pesto_l,1
566.00,246.00,ckn_alfredo_m,1
567.00,246.00,pepperoni_l,1
568.00,247.00,hawaiian_m,1
569.00,247.00,sicilian_m,1
570.00,247.00,spinach_supr_s,1
571.00,248.00,hawaiian_s,1
572.00,248.00,thai_ckn_l,1
573.00,249.00,bbq_ckn_l,1
574.00,249.00,calabrese_s,1
575.00,250.00,four_cheese_m,1
576.00,251.00,mexicana_m,1
577.00,252.00,prsc_argla_m,1
578.00,253.00,brie_carre_s,1
579.00,254.00,bbq_ckn_l,1
580.00,254.00,brie_carre_s,1
581.00,254.00,five_cheese_l,1
582.00,255.00,five_cheese_l,1
583.00,255.00,green_garden_m,1
584.00,255.00,hawaiian_l,1
585.00,255.00,spinach_fet_m,1
586.00,256.00,pep_msh_pep_l,1
587.00,257.00,cali_ckn_l,1
588.00,257.00,ckn_alfredo_l,1
589.00,258.00,classic_dlx_m,1
590.00,259.00,pepperoni_l,1
591.00,260.00,five_cheese_l,1
592.00,260.00,the_greek_l,1
593.00,261.00,brie_carre_s,1
594.00,262.00,cali_ckn_m,1
595.00,263.00,spin_pesto_l,1
596.00,264.00,mexicana_m,1
597.00,265.00,ckn_alfredo_m,1
598.00,265.00,mexicana_l,1
599.00,265.00,sicilian_m,1
600.00,265.00,spicy_ital_l,1
601.00,266.00,peppr_salami_m,1
602.00,267.00,four_cheese_l,1
603.00,267.00,mediterraneo_l,1
604.00,267.00,napolitana_s,1
605.00,268.00,ital_supr_l,1
606.00,268.00,pepperoni_s,1
607.00,269.00,ckn_alfredo_m,1
608.00,270.00,southw_ckn_l,1
609.00,270.00,spin_pesto_l,1
610.00,270.00,thai_ckn_l,1
611.00,271.00,big_meat_s,1
612.00,271.00,cali_ckn_m,2
613.00,271.00,ckn_alfredo_m,2
614.00,271.00,ckn_pesto_l,2
615.00,271.00,classic_dlx_m,1
616.00,271.00,ital_supr_m,1
617.00,271.00,sicilian_s,1
618.00,271.00,soppressata_m,1
619.00,271.00,southw_ckn_m,1
620.00,271.00,the_greek_s,1
621.00,272.00,ital_supr_m,1
622.00,273.00,soppressata_s,1
623.00,274.00,four_cheese_l,1
624.00,274.00,thai_ckn_l,1
625.00,275.00,classic_dlx_l,1
626.00,275.00,five_cheese_l,1
627.00,275.00,pepperoni_s,1
628.00,275.00,sicilian_m,1
629.00,276.00,five_cheese_l,1
630.00,276.00,spicy_ital_l,1
631.00,277.00,four_cheese_m,1
632.00,278.00,ital_veggie_m,1
633.00,278.00,southw_ckn_l,1
634.00,279.00,cali_ckn_m,1
635.00,279.00,ckn_alfredo_m,1
636.00,280.00,prsc_argla_m,1
637.00,280.00,veggie_veg_m,1
638.00,281.00,sicilian_s,1
639.00,282.00,classic_dlx_s,1
640.00,282.00,five_cheese_l,1
641.00,282.00,peppr_salami_l,1
642.00,282.00,spin_pesto_l,1
643.00,283.00,napolitana_m,1
644.00,284.00,four_cheese_m,1
645.00,284.00,hawaiian_s,1
646.00,284.00,napolitana_m,1
647.00,285.00,prsc_argla_l,1
648.00,286.00,ital_supr_m,1
649.00,286.00,peppr_salami_l,1
650.00,287.00,ital_supr_m,1
651.00,287.00,pep_msh_pep_m,1
652.00,287.00,pepperoni_m,1
653.00,287.00,sicilian_s,1
654.00,288.00,brie_carre_s,1
655.00,288.00,prsc_argla_l,1
656.00,288.00,spinach_supr_l,1
657.00,289.00,five_cheese_l,1
658.00,290.00,classic_dlx_s,1
659.00,290.00,veggie_veg_m,1
660.00,291.00,bbq_ckn_l,1
661.00,291.00,ckn_alfredo_m,2
662.00,291.00,four_cheese_m,1
663.00,292.00,spin_pesto_m,1
664.00,292.00,spinach_fet_l,1
665.00,293.00,classic_dlx_s,1
666.00,293.00,ital_veggie_s,1
667.00,294.00,bbq_ckn_m,1
668.00,294.00,ital_supr_l,1
669.00,294.00,thai_ckn_l,1
670.00,295.00,cali_ckn_m,1
671.00,296.00,green_garden_s,1
672.00,296.00,ital_cpcllo_s,1
673.00,296.00,thai_ckn_m,1
674.00,297.00,southw_ckn_m,1
675.00,298.00,cali_ckn_m,1
676.00,298.00,cali_ckn_s,1
677.00,298.00,ckn_alfredo_m,1
678.00,298.00,classic_dlx_s,1
679.00,299.00,classic_dlx_s,1
680.00,299.00,spinach_fet_m,1
681.00,300.00,big_meat_s,1
682.00,300.00,ital_cpcllo_s,1
683.00,300.00,ital_veggie_s,1
684.00,300.00,spinach_supr_s,1
685.00,301.00,napolitana_l,1
686.00,302.00,peppr_salami_l,1
687.00,303.00,big_meat_s,1
688.00,303.00,ital_cpcllo_m,1
689.00,303.00,pepperoni_s,1
690.00,304.00,hawaiian_s,1
691.00,304.00,mexicana_l,1
692.00,305.00,pepperoni_l,1
693.00,305.00,sicilian_s,1
694.00,305.00,spicy_ital_m,1
695.00,306.00,big_meat_s,1
696.00,306.00,hawaiian_s,1
697.00,306.00,napolitana_m,1
698.00,307.00,classic_dlx_l,1
699.00,307.00,thai_ckn_m,1
700.00,308.00,hawaiian_l,1
701.00,308.00,pep_msh_pep_l,1
702.00,308.00,thai_ckn_s,1
703.00,309.00,five_cheese_l,1
704.00,309.00,peppr_salami_m,1
705.00,310.00,hawaiian_s,1
706.00,310.00,thai_ckn_s,1
707.00,311.00,sicilian_l,1
708.00,312.00,big_meat_s,1
709.00,312.00,brie_carre_s,1
710.00,312.00,ckn_alfredo_m,1
711.00,312.00,sicilian_m,1
712.00,313.00,classic_dlx_m,1
713.00,314.00,calabrese_m,1
714.00,314.00,five_cheese_l,1
715.00,314.00,green_garden_m,1
716.00,314.00,hawaiian_m,1
717.00,314.00,veggie_veg_m,1
718.00,315.00,classic_dlx_m,1
719.00,316.00,hawaiian_s,1
720.00,316.00,ital_supr_m,1
721.00,317.00,cali_ckn_s,1
722.00,317.00,classic_dlx_m,1
723.00,317.00,four_cheese_l,1
724.00,317.00,hawaiian_s,1
725.00,317.00,pep_msh_pep_l,1
726.00,317.00,prsc_argla_s,1
727.00,317.00,spinach_fet_s,1
728.00,318.00,ital_cpcllo_l,1
729.00,318.00,mexicana_l,1
730.00,318.00,soppressata_s,1
731.00,318.00,spicy_ital_l,1
732.00,319.00,ital_supr_m,1
733.00,320.00,cali_ckn_m,1
734.00,320.00,ckn_pesto_l,1
735.00,321.00,ital_supr_l,1
736.00,322.00,cali_ckn_l,1
737.00,322.00,ckn_pesto_l,1
738.00,322.00,classic_dlx_s,1
739.00,322.00,thai_ckn_l,1
740.00,323.00,classic_dlx_m,1
741.00,324.00,five_cheese_l,1
742.00,325.00,classic_dlx_s,1
743.00,325.00,veggie_veg_s,1
744.00,326.00,cali_ckn_m,1
745.00,326.00,spinach_supr_l,1
746.00,327.00,classic_dlx_m,1
747.00,328.00,mediterraneo_l,1
748.00,329.00,spicy_ital_l,1
749.00,329.00,spinach_supr_m,1
750.00,330.00,big_meat_s,1
